"","CGID"
"10115","cg08748210"
"10116","cg08748794"
"10117","cg08749095"
"10118","cg08751734"
"10119","cg08752431"
"10120","cg08754095"
"10121","cg08755139"
"10122","cg08755283"
"10123","cg08755509"
"10124","cg08755601"
"10125","cg08756272"
"10126","cg08757434"
"10127","cg08759186"
"10128","cg08759274"
"10129","cg08760211"
"10130","cg08761334"
"10131","cg08761443"
"10132","cg08762306"
"10133","cg08763584"
"10134","cg08767715"
"10135","cg08773640"
"10136","cg08773876"
"10137","cg08775793"
"10138","cg08778598"
"10139","cg08780220"
"10140","cg08780658"
"10141","cg08780974"
"10142","cg08782122"
"10143","cg08782158"
"10144","cg08782688"
"10145","cg08783023"
"10146","cg08783558"
"10147","cg08783934"
"10148","cg08786064"
"10149","cg08786213"
"10150","cg08787622"
"10151","cg08787802"
"10152","cg08787964"
"10153","cg08789741"
"10154","cg08792584"
"10155","cg08794265"
"10156","cg08795320"
"10157","cg08795994"
"10158","cg08796647"
"10159","cg08797106"
"10160","cg08798349"
"10161","cg08798705"
"10162","cg08799632"
"10163","cg08801436"
"10164","cg08802097"
"10165","cg08802513"
"10166","cg08803663"
"10167","cg08803783"
"10168","cg08803790"
"10169","cg08804250"
"10170","cg08804555"
"10171","cg08805586"
"10172","cg08806109"
"10173","cg08807341"
"10174","cg08808258"
"10175","cg08808788"
"10176","cg08808791"
"10177","cg08810106"
"10178","cg08811681"
"10179","cg08811817"
"10180","cg08813510"
"10181","cg08814736"
"10182","cg08815672"
"10183","cg08816098"
"10184","cg08816455"
"10185","cg08816824"
"10186","cg08817168"
"10187","cg08817424"
"10188","cg08817483"
"10189","cg08818009"
"10190","cg08818385"
"10191","cg08819084"
"10192","cg08819601"
"10193","cg08820568"
"10194","cg08821504"
"10195","cg08821669"
"10196","cg08821968"
"10197","cg08822578"
"10198","cg08824291"
"10199","cg08824711"
"10200","cg08825291"
"10201","cg08826095"
"10202","cg08826611"
"10203","cg08827274"
"10204","cg08831381"
"10205","cg08831455"
"10206","cg08832266"
"10207","cg08832842"
"10208","cg08833952"
"10209","cg08834050"
"10210","cg08834459"
"10211","cg08834691"
"10212","cg08834712"
"10213","cg08837676"
"10214","cg08839534"
"10215","cg08839697"
"10216","cg08840847"
"10217","cg08841342"
"10218","cg08843769"
"10219","cg08844929"
"10220","cg08845336"
"10221","cg08847636"
"10222","cg08847773"
"10223","cg08848343"
"10224","cg08850310"
"10225","cg08851289"
"10226","cg08851784"
"10227","cg08851851"
"10228","cg08853658"
"10229","cg08854987"
"10230","cg08855953"
"10231","cg08856378"
"10232","cg08856764"
"10233","cg08857994"
"10234","cg08858370"
"10235","cg08858441"
"10236","cg08859406"
"10237","cg08859411"
"10238","cg08859447"
"10239","cg08859916"
"10240","cg08860007"
"10241","cg08860596"
"10242","cg08860941"
"10243","cg08862210"
"10244","cg08862373"
"10245","cg08862717"
"10246","cg08864157"
"10247","cg08865588"
"10248","cg08866633"
"10249","cg08867667"
"10250","cg08868423"
"10251","cg08868447"
"10252","cg08869571"
"10253","cg08869875"
"10254","cg08871618"
"10255","cg08871722"
"10256","cg08872001"
"10257","cg08872924"
"10258","cg08873266"
"10259","cg08874067"
"10260","cg08874470"
"10261","cg08875433"
"10262","cg08878372"
"10263","cg08880064"
"10264","cg08880796"
"10265","cg08882060"
"10266","cg08882084"
"10267","cg08882650"
"10268","cg08883028"
"10269","cg08883146"
"10270","cg08884854"
"10271","cg08885198"
"10272","cg08885316"
"10273","cg08885708"
"10274","cg08887952"
"10275","cg08889480"
"10276","cg08889636"
"10277","cg08890067"
"10278","cg08890503"
"10279","cg08891115"
"10280","cg08891229"
"10281","cg08893811"
"10282","cg08894319"
"10283","cg08894362"
"10284","cg08894410"
"10285","cg08895311"
"10286","cg08897010"
"10287","cg08898949"
"10288","cg08900656"
"10289","cg08900983"
"10290","cg08901098"
"10291","cg08901578"
"10292","cg08903206"
"10293","cg08903970"
"10294","cg08904095"
"10295","cg08904445"
"10296","cg08905624"
"10297","cg08905832"
"10298","cg08907282"
"10299","cg08908004"
"10300","cg08911291"
"10301","cg08912238"
"10302","cg08912840"
"10303","cg08913117"
"10304","cg08914356"
"10305","cg08915683"
"10306","cg08916154"
"10307","cg08916839"
"10308","cg08917933"
"10309","cg08918031"
"10310","cg08918057"
"10311","cg08918120"
"10312","cg08919224"
"10313","cg08919359"
"10314","cg08919528"
"10315","cg08922361"
"10316","cg08923066"
"10317","cg08924911"
"10318","cg08925882"
"10319","cg08926436"
"10320","cg08928494"
"10321","cg08929436"
"10322","cg08930214"
"10323","cg08930642"
"10324","cg08930944"
"10325","cg08931129"
"10326","cg08932233"
"10327","cg08932994"
"10328","cg08933160"
"10329","cg08935003"
"10330","cg08936952"
"10331","cg08937395"
"10332","cg08937958"
"10333","cg08939496"
"10334","cg08940787"
"10335","cg08941122"
"10336","cg08941716"
"10337","cg08942052"
"10338","cg08943004"
"10339","cg08943499"
"10340","cg08944385"
"10341","cg08945467"
"10342","cg08945711"
"10343","cg08945718"
"10344","cg08946014"
"10345","cg08946117"
"10346","cg08949192"
"10347","cg08950859"
"10348","cg08951186"
"10349","cg08952300"
"10350","cg08953850"
"10351","cg08954701"
"10352","cg08954761"
"10353","cg08956724"
"10354","cg08958598"
"10355","cg08958952"
"10356","cg08959094"
"10357","cg08959585"
"10358","cg08960156"
"10359","cg08961258"
"10360","cg08961416"
"10361","cg08961793"
"10362","cg08962164"
"10363","cg08963495"
"10364","cg08965262"
"10365","cg08967927"
"10366","cg08968445"
"10367","cg08968603"
"10368","cg08968947"
"10369","cg08970651"
"10370","cg08971041"
"10371","cg08971831"
"10372","cg08972582"
"10373","cg08972632"
"10374","cg08972843"
"10375","cg08973839"
"10376","cg08973851"
"10377","cg08974463"
"10378","cg08974492"
"10379","cg08975295"
"10380","cg08975528"
"10381","cg08975724"
"10382","cg08976025"
"10383","cg08977027"
"10384","cg08977054"
"10385","cg08979261"
"10386","cg08979720"
"10387","cg08980382"
"10388","cg08981067"
"10389","cg08981669"
"10390","cg08983253"
"10391","cg08983429"
"10392","cg08983760"
"10393","cg08984900"
"10394","cg08985078"
"10395","cg08985570"
"10396","cg08987560"
"10397","cg08987606"
"10398","cg08988226"
"10399","cg08988609"
"10400","cg08990626"
"10401","cg08990926"
"10402","cg08995473"
"10403","cg08995668"
"10404","cg08997274"
"10405","cg08997352"
"10406","cg08997445"
"10407","cg08997913"
"10408","cg08999332"
"10409","cg08999962"
"10410","cg09000800"
"10411","cg09003023"
"10412","cg09003326"
"10413","cg09003710"
"10414","cg09003758"
"10415","cg09005448"
"10416","cg09007244"
"10417","cg09007841"
"10418","cg09008103"
"10419","cg09011231"
"10420","cg09011576"
"10421","cg09013789"
"10422","cg09013953"
"10423","cg09013995"
"10424","cg09014415"
"10425","cg09014775"
"10426","cg09015325"
"10427","cg09016243"
"10428","cg09016348"
"10429","cg09016926"
"10430","cg09018040"
"10431","cg09018383"
"10432","cg09018722"
"10433","cg09018944"
"10434","cg09019457"
"10435","cg09020336"
"10436","cg09021430"
"10437","cg09023743"
"10438","cg09025174"
"10439","cg09025725"
"10440","cg09026213"
"10441","cg09026875"
"10442","cg09026955"
"10443","cg09027357"
"10444","cg09027985"
"10445","cg09028008"
"10446","cg09028316"
"10447","cg09028748"
"10448","cg09029526"
"10449","cg09029624"
"10450","cg09030162"
"10451","cg09032303"
"10452","cg09032391"
"10453","cg09032630"
"10454","cg09032973"
"10455","cg09034836"
"10456","cg09035253"
"10457","cg09035838"
"10458","cg09037025"
"10459","cg09037867"
"10460","cg09037894"
"10461","cg09038914"
"10462","cg09039112"
"10463","cg09040005"
"10464","cg09044154"
"10465","cg09044728"
"10466","cg09045419"
"10467","cg09045647"
"10468","cg09048062"
"10469","cg09048205"
"10470","cg09048404"
"10471","cg09048955"
"10472","cg09050820"
"10473","cg09050860"
"10474","cg09051235"
"10475","cg09051904"
"10476","cg09052108"
"10477","cg09053271"
"10478","cg09054949"
"10479","cg09056039"
"10480","cg09058061"
"10481","cg09059466"
"10482","cg09059511"
"10483","cg09060908"
"10484","cg09062640"
"10485","cg09067610"
"10486","cg09067747"
"10487","cg09067990"
"10488","cg09069150"
"10489","cg09069294"
"10490","cg09069579"
"10491","cg09069886"
"10492","cg09070846"
"10493","cg09073838"
"10494","cg09074625"
"10495","cg09079168"
"10496","cg09080432"
"10497","cg09080729"
"10498","cg09082840"
"10499","cg09086151"
"10500","cg09086740"
"10501","cg09087103"
"10502","cg09088892"
"10503","cg09090017"
"10504","cg09090733"
"10505","cg09092132"
"10506","cg09093035"
"10507","cg09095645"
"10508","cg09099312"
"10509","cg09099653"
"10510","cg09100792"
"10511","cg09102690"
"10512","cg09102762"
"10513","cg09103600"
"10514","cg09104029"
"10515","cg09104321"
"10516","cg09107240"
"10517","cg09110945"
"10518","cg09112388"
"10519","cg09114546"
"10520","cg09115837"
"10521","cg09116520"
"10522","cg09118400"
"10523","cg09118555"
"10524","cg09120035"
"10525","cg09120188"
"10526","cg09120302"
"10527","cg09120877"
"10528","cg09121055"
"10529","cg09121480"
"10530","cg09121680"
"10531","cg09122035"
"10532","cg09122197"
"10533","cg09122412"
"10534","cg09123431"
"10535","cg09124018"
"10536","cg09124223"
"10537","cg09124369"
"10538","cg09126659"
"10539","cg09126701"
"10540","cg09126870"
"10541","cg09127406"
"10542","cg09127540"
"10543","cg09128377"
"10544","cg09128733"
"10545","cg09131398"
"10546","cg09132256"
"10547","cg09133154"
"10548","cg09137068"
"10549","cg09137423"
"10550","cg09137672"
"10551","cg09138437"
"10552","cg09139287"
"10553","cg09139721"
"10554","cg09140422"
"10555","cg09140665"
"10556","cg09141300"
"10557","cg09141557"
"10558","cg09141697"
"10559","cg09142608"
"10560","cg09143655"
"10561","cg09144424"
"10562","cg09145534"
"10563","cg09147710"
"10564","cg09147920"
"10565","cg09148985"
"10566","cg09149459"
"10567","cg09150152"
"10568","cg09151429"
"10569","cg09152401"
"10570","cg09152479"
"10571","cg09152490"
"10572","cg09154395"
"10573","cg09157431"
"10574","cg09159144"
"10575","cg09160038"
"10576","cg09160332"
"10577","cg09160912"
"10578","cg09161266"
"10579","cg09161758"
"10580","cg09163516"
"10581","cg09163801"
"10582","cg09164203"
"10583","cg09164211"
"10584","cg09164911"
"10585","cg09166973"
"10586","cg09167825"
"10587","cg09168272"
"10588","cg09169215"
"10589","cg09169454"
"10590","cg09170347"
"10591","cg09170412"
"10592","cg09170553"
"10593","cg09174188"
"10594","cg09174741"
"10595","cg09176274"
"10596","cg09176539"
"10597","cg09176545"
"10598","cg09177473"
"10599","cg09179420"
"10600","cg09180356"
"10601","cg09180890"
"10602","cg09181548"
"10603","cg09182939"
"10604","cg09183207"
"10605","cg09185386"
"10606","cg09186748"
"10607","cg09187740"
"10608","cg09188016"
"10609","cg09188385"
"10610","cg09188484"
"10611","cg09188600"
"10612","cg09189601"
"10613","cg09190885"
"10614","cg09191036"
"10615","cg09192086"
"10616","cg09193791"
"10617","cg09196346"
"10618","cg09196942"
"10619","cg09197288"
"10620","cg09197508"
"10621","cg09197968"
"10622","cg09199072"
"10623","cg09200593"
"10624","cg09200738"
"10625","cg09200760"
"10626","cg09201173"
"10627","cg09201855"
"10628","cg09202971"
"10629","cg09203382"
"10630","cg09203927"
"10631","cg09204187"
"10632","cg09205156"
"10633","cg09208628"
"10634","cg09208740"
"10635","cg09211265"
"10636","cg09212113"
"10637","cg09216620"
"10638","cg09219566"
"10639","cg09219970"
"10640","cg09223975"
"10641","cg09225293"
"10642","cg09226290"
"10643","cg09226792"
"10644","cg09226900"
"10645","cg09232103"
"10646","cg09232499"
"10647","cg09232906"
"10648","cg09233161"
"10649","cg09233678"
"10650","cg09234393"
"10651","cg09234465"
"10652","cg09235050"
"10653","cg09235885"
"10654","cg09237849"
"10655","cg09239150"
"10656","cg09239700"
"10657","cg09239705"
"10658","cg09240555"
"10659","cg09241097"
"10660","cg09242100"
"10661","cg09242533"
"10662","cg09242901"
"10663","cg09243147"
"10664","cg09243510"
"10665","cg09247294"
"10666","cg09248276"
"10667","cg09249611"
"10668","cg09249800"
"10669","cg09249837"
"10670","cg09250193"
"10671","cg09251328"
"10672","cg09255484"
"10673","cg09257178"
"10674","cg09258439"
"10675","cg09258788"
"10676","cg09259115"
"10677","cg09259182"
"10678","cg09263407"
"10679","cg09263731"
"10680","cg09264558"
"10681","cg09265955"
"10682","cg09266008"
"10683","cg09266080"
"10684","cg09266229"
"10685","cg09266310"
"10686","cg09267087"
"10687","cg09267402"
"10688","cg09267580"
"10689","cg09268338"
"10690","cg09269118"
"10691","cg09269480"
"10692","cg09270003"
"10693","cg09270514"
"10694","cg09273289"
"10695","cg09273482"
"10696","cg09274253"
"10697","cg09274963"
"10698","cg09276863"
"10699","cg09279404"
"10700","cg09279458"
"10701","cg09280243"
"10702","cg09280462"
"10703","cg09282654"
"10704","cg09283690"
"10705","cg09284336"
"10706","cg09284719"
"10707","cg09285114"
"10708","cg09285683"
"10709","cg09285808"
"10710","cg09286626"
"10711","cg09287343"
"10712","cg09287977"
"10713","cg09289278"
"10714","cg09289439"
"10715","cg09293122"
"10716","cg09293286"
"10717","cg09294492"
"10718","cg09294660"
"10719","cg09295542"
"10720","cg09296089"
"10721","cg09296453"
"10722","cg09297252"
"10723","cg09297409"
"10724","cg09298680"
"10725","cg09299390"
"10726","cg09300505"
"10727","cg09300563"
"10728","cg09300980"
"10729","cg09301052"
"10730","cg09302776"
"10731","cg09302845"
"10732","cg09303715"
"10733","cg09304270"
"10734","cg09305478"
"10735","cg09307070"
"10736","cg09307250"
"10737","cg09307838"
"10738","cg09308375"
"10739","cg09308502"
"10740","cg09308847"
"10741","cg09310891"
"10742","cg09311149"
"10743","cg09312279"
"10744","cg09312996"
"10745","cg09313979"
"10746","cg09314833"
"10747","cg09314984"
"10748","cg09315918"
"10749","cg09317079"
"10750","cg09319020"
"10751","cg09319733"
"10752","cg09320079"
"10753","cg09321430"
"10754","cg09324326"
"10755","cg09325506"
"10756","cg09325695"
"10757","cg09326107"
"10758","cg09327250"
"10759","cg09328611"
"10760","cg09329587"
"10761","cg09329606"
"10762","cg09330145"
"10763","cg09331835"
"10764","cg09332981"
"10765","cg09333889"
"10766","cg09334382"
"10767","cg09336056"
"10768","cg09341848"
"10769","cg09342940"
"10770","cg09343819"
"10771","cg09344098"
"10772","cg09344219"
"10773","cg09345153"
"10774","cg09345839"
"10775","cg09346831"
"10776","cg09346871"
"10777","cg09347151"
"10778","cg09348012"
"10779","cg09348732"
"10780","cg09354739"
"10781","cg09357750"
"10782","cg09359475"
"10783","cg09364127"
"10784","cg09366887"
"10785","cg09367334"
"10786","cg09367727"
"10787","cg09367807"
"10788","cg09367987"
"10789","cg09368046"
"10790","cg09368964"
"10791","cg09369748"
"10792","cg09370277"
"10793","cg09370756"
"10794","cg09372999"
"10795","cg09373350"
"10796","cg09373786"
"10797","cg09374173"
"10798","cg09374462"
"10799","cg09375299"
"10800","cg09377915"
"10801","cg09379229"
"10802","cg09380415"
"10803","cg09380600"
"10804","cg09380636"
"10805","cg09381582"
"10806","cg09382092"
"10807","cg09385632"
"10808","cg09385692"
"10809","cg09387992"
"10810","cg09388113"
"10811","cg09388237"
"10812","cg09388810"
"10813","cg09390022"
"10814","cg09391371"
"10815","cg09391383"
"10816","cg09392046"
"10817","cg09393382"
"10818","cg09393453"
"10819","cg09393551"
"10820","cg09394377"
"10821","cg09394453"
"10822","cg09395572"
"10823","cg09396295"
"10824","cg09397044"
"10825","cg09397191"
"10826","cg09397557"
"10827","cg09398544"
"10828","cg09399156"
"10829","cg09399158"
"10830","cg09402225"
"10831","cg09403190"
"10832","cg09404119"
"10833","cg09404131"
"10834","cg09406548"
"10835","cg09406715"
"10836","cg09406846"
"10837","cg09407081"
"10838","cg09407232"
"10839","cg09408951"
"10840","cg09409168"
"10841","cg09409412"
"10842","cg09409435"
"10843","cg09409457"
"10844","cg09409500"
"10845","cg09410171"
"10846","cg09410752"
"10847","cg09410837"
"10848","cg09411719"
"10849","cg09412369"
"10850","cg09413950"
"10851","cg09414330"
"10852","cg09414985"
"10853","cg09415639"
"10854","cg09417740"
"10855","cg09418063"
"10856","cg09418267"
"10857","cg09421126"
"10858","cg09421361"
"10859","cg09423819"
"10860","cg09425168"
"10861","cg09425611"
"10862","cg09427369"
"10863","cg09428214"
"10864","cg09429216"
"10865","cg09429391"
"10866","cg09429847"
"10867","cg09430308"
"10868","cg09430946"
"10869","cg09431370"
"10870","cg09432465"
"10871","cg09434193"
"10872","cg09434222"
"10873","cg09435109"
"10874","cg09436232"
"10875","cg09439054"
"10876","cg09439534"
"10877","cg09440268"
"10878","cg09440986"
"10879","cg09441331"
"10880","cg09443347"
"10881","cg09443457"
"10882","cg09444120"
"10883","cg09444276"
"10884","cg09444405"
"10885","cg09444802"
"10886","cg09445363"
"10887","cg09447834"
"10888","cg09448062"
"10889","cg09448175"
"10890","cg09448879"
"10891","cg09449069"
"10892","cg09450550"
"10893","cg09451073"
"10894","cg09451549"
"10895","cg09453737"
"10896","cg09454251"
"10897","cg09455239"
"10898","cg09456065"
"10899","cg09456285"
"10900","cg09456389"
"10901","cg09456760"
"10902","cg09458820"
"10903","cg09459291"
"10904","cg09459740"
"10905","cg09459868"
"10906","cg09460082"
"10907","cg09460356"
"10908","cg09463155"
"10909","cg09463174"
"10910","cg09464192"
"10911","cg09465065"
"10912","cg09465698"
"10913","cg09467711"
"10914","cg09468399"
"10915","cg09468832"
"10916","cg09468937"
"10917","cg09469643"
"10918","cg09469670"
"10919","cg09470902"
"10920","cg09470963"
"10921","cg09471122"
"10922","cg09471659"
"10923","cg09474010"
"10924","cg09474173"
"10925","cg09474589"
"10926","cg09474625"
"10927","cg09475635"
"10928","cg09476963"
"10929","cg09477006"
"10930","cg09477426"
"10931","cg09478228"
"10932","cg09481347"
"10933","cg09481699"
"10934","cg09482109"
"10935","cg09485063"
"10936","cg09486868"
"10937","cg09487594"
"10938","cg09488241"
"10939","cg09488502"
"10940","cg09490556"
"10941","cg09490565"
"10942","cg09494582"
"10943","cg09495416"
"10944","cg09496161"
"10945","cg09497124"
"10946","cg09499109"
"10947","cg09499262"
"10948","cg09499747"
"10949","cg09501191"
"10950","cg09501282"
"10951","cg09501518"
"10952","cg09503522"
"10953","cg09504104"
"10954","cg09505836"
"10955","cg09507185"
"10956","cg09507246"
"10957","cg09507585"
"10958","cg09507761"
"10959","cg09508275"
"10960","cg09512111"
"10961","cg09512973"
"10962","cg09513169"
"10963","cg09515229"
"10964","cg09516423"
"10965","cg09516604"
"10966","cg09516651"
"10967","cg09516898"
"10968","cg09517503"
"10969","cg09517757"
"10970","cg09517809"
"10971","cg09518851"
"10972","cg09519273"
"10973","cg09520501"
"10974","cg09520583"
"10975","cg09521141"
"10976","cg09522962"
"10977","cg09523064"
"10978","cg09523380"
"10979","cg09523909"
"10980","cg09526343"
"10981","cg09526512"
"10982","cg09526697"
"10983","cg09527301"
"10984","cg09527453"
"10985","cg09527515"
"10986","cg09527714"
"10987","cg09529065"
"10988","cg09529280"
"10989","cg09531729"
"10990","cg09532502"
"10991","cg09533473"
"10992","cg09535358"
"10993","cg09535841"
"10994","cg09536426"
"10995","cg09536694"
"10996","cg09537216"
"10997","cg09537956"
"10998","cg09538725"
"10999","cg09538809"
"11000","cg09540002"
"11001","cg09540565"
"11002","cg09540626"
"11003","cg09542838"
"11004","cg09545764"
"11005","cg09547767"
"11006","cg09550097"
"11007","cg09551916"
"11008","cg09552829"
"11009","cg09552983"
"11010","cg09553466"
"11011","cg09553915"
"11012","cg09553981"
"11013","cg09555555"
"11014","cg09555617"
"11015","cg09556042"
"11016","cg09556148"
"11017","cg09556994"
"11018","cg09558619"
"11019","cg09559097"
"11020","cg09559278"
"11021","cg09560723"
"11022","cg09563405"
"11023","cg09563731"
"11024","cg09564990"
"11025","cg09565079"
"11026","cg09565692"
"11027","cg09566241"
"11028","cg09566453"
"11029","cg09566533"
"11030","cg09567915"
"11031","cg09567953"
"11032","cg09568555"
"11033","cg09568556"
"11034","cg09569868"
"11035","cg09569990"
"11036","cg09570676"
"11037","cg09570855"
"11038","cg09572067"
"11039","cg09574997"
"11040","cg09577320"
